date,ic,hit,daily_return,drawdown
2020-01-02,0.36176564277628936,0.3,-0.003791132769077576,0.0
2020-01-03,0.06710039704158337,0.55,0.0007977413744689856,0.0
2020-01-06,-0.3738079418128256,0.25,-0.0035745839884567202,-0.00357458398845667
2020-01-07,0.13286077941495902,0.7,0.003890353017688286,0.0
2020-01-08,-0.40185749995600206,0.65,0.004424531875288651,0.0
2020-01-09,-0.005170488972653052,0.45,-0.0012372268873418692,-0.0012372268873419578
2020-01-10,-0.16854125285100785,0.65,0.0022225071509476392,0.0
2020-01-13,0.23801263033882855,0.5,-0.0019416454257528421,-0.0019416454257527027
2020-01-14,0.2732636137354652,0.6,0.004353333099687119,0.0
2020-01-15,0.10170826910371115,0.85,0.0065583910107927185,0.0
2020-01-16,-0.26840742304603954,0.5,0.0013476755829830932,0.0
2020-01-17,-0.24818357389437984,0.45,0.001050177766060329,0.0
2020-01-21,-0.10416782951383477,0.4,2.1883236469788107e-05,0.0
2020-01-22,-0.103759874195546,0.5,0.0007563901316761101,0.0
2020-01-23,-0.32600036431138374,0.15,-0.006446289560366031,-0.006446289560366081
2020-01-24,-0.27770017068842734,0.05,-0.00662110145705565,-0.013024709480221053
2020-01-27,0.3792662848849489,0.95,0.0018177467224415767,-0.011230638380747893
2020-01-28,-0.05105656784779673,0.35,-0.00022928280495693718,-0.011457346193435414
2020-01-29,0.05985779113712646,0.6,0.002674045158746186,-0.008813938495810025
2020-01-30,0.07433031420758814,0.25,-0.012227017814818148,-0.02093318812762124
2020-01-31,0.497152198774196,0.8,0.004173892077766096,-0.016846668917943397
2020-02-03,-0.3103733974965734,0.7,0.007838807955189193,-0.009139918765086574
2020-02-04,0.0925917544975477,0.8,0.017309064766870306,0.0
2020-02-05,0.14970646215202332,0.65,-0.0012058205651449881,-0.001205820565145066
2020-02-06,-0.08185983171994754,0.35,-0.0038409698566780896,-0.005042158901379934
2020-02-07,-0.22735862562940917,0.65,-0.0003947347860427388,-0.005434903371907551
2020-02-10,-0.10554343243986594,0.55,0.002501145305326336,-0.002947351549634769
2020-02-11,-0.1536386343308806,0.6,0.005987397513700255,0.0
2020-02-12,0.16590495184515014,0.4,-0.0003875485022875105,-0.0003875485022875047
2020-02-13,-0.3796208706317104,0.5,-0.0018299739464785968,-0.0022168132451039213
2020-02-14,-0.5313276942552095,0.3,-0.00427637892502521,-0.006483712236686978
2020-02-18,-0.01404856699452766,0.55,0.0023920617685248948,-0.004107159908321556
2020-02-19,0.16120249872389292,0.55,-0.001996244009579473,-0.006095205024537642
2020-02-20,-0.2040425546176572,0.3,-0.0020048392639545223,-0.008087824382137176
2020-02-21,-0.3502899270346041,0.0,-0.027715906901742273,-0.03557956989626654
2020-02-24,0.14957382520889628,0.05,-0.026966767254489474,-0.061586871170348445
2020-02-25,0.16607093828340694,0.5,-0.005136013918973254,-0.06640657406176476
2020-02-26,-0.5010997067448679,0.0,-0.0355911745484971,-0.09963426064166203
2020-02-27,0.3962609970674486,0.35,-0.01432534668196458,-0.11253231199853364
2020-02-28,0.18291788856304986,1.0,0.04402892276836091,-0.07345806570410107
2020-03-02,-0.044721407624633426,0.15,-0.02225189604648967,-0.09407538050876685
2020-03-03,-0.35593841642228735,0.9,0.03640188072470118,-0.061098020564476774
2020-03-04,0.08358537291085381,0.15,-0.030371276898257284,-0.08961367256223496
2020-03-05,0.02309384164222874,0.25,-0.013211737019532498,-0.10164145730652063
2020-03-06,-0.5762463343108504,0.1,-0.07137009587656705,-0.16575739263008737
2020-03-09,0.532991202346041,1.0,0.04029104205123322,-0.1321448886556158
2020-03-10,0.21480938416422285,0.0,-0.05121667062439024,-0.17659353804303457
2020-03-11,-0.3040967843401458,0.05,-0.08437011363033045,-0.24606443480229212
2020-03-12,0.45857771260997054,1.0,0.08044808131911825,-0.18541176514389157
2020-03-13,0.1638563049853372,0.1,-0.09363577736584446,-0.26168636774771437
2020-03-16,-0.14956011730205276,0.9,0.05072398809962059,-0.22423615585156176
2020-03-17,-0.5766129032258064,0.1,-0.05175556940861272,-0.2643862553320785
2020-03-18,0.4479472140762463,0.75,0.01171188485381243,-0.25577083185764604
2020-03-19,-0.20564516129032256,0.2,-0.029932466084926827,-0.27804744619248034
2020-03-20,-0.18914956011730205,0.2,-0.019778919791842525,-0.2923268878477552
2020-03-23,0.6535923753665689,0.95,0.10082513778638642,-0.22097564880728415
2020-03-24,0.2313049853372434,0.65,0.011979755791970255,-0.21164312732399737
2020-03-25,-0.2848240469208211,1.0,0.05556542020423927,-0.1678377464228552
2020-03-26,-0.18988269794721407,0.1,-0.030434692160914597,-0.19316434843840857
2020-03-27,0.04912023460410556,0.9,0.028874164151038138,-0.1698676433923093
2020-03-30,0.3379765395894428,0.3,-0.0190476647162113,-0.185679726191051
2020-03-31,0.11217008797653959,0.25,-0.03107656425874324,-0.21098600250727229
2020-04-01,0.056085043988269793,0.95,0.027170050820411993,-0.18954845209737847
2020-04-02,0.17741935483870966,0.25,-0.014368145390457398,-0.2011931377695645
2020-04-03,0.07148093841642228,0.9,0.062269785180861834,-0.15145160605747698
2020-04-06,-0.21151026392961875,0.4,0.003415119548121197,-0.14855371184979715
2020-04-07,-0.5663489736070381,0.75,0.02773831222553368,-0.12493602886581501
2020-04-08,0.06964809384164222,0.75,0.02480765423574507,-0.1032277444357601
2020-04-09,0.3823313782991202,0.35,-0.008158920194115316,-0.11054443770120548
2020-04-13,0.26832844574780057,0.9,0.01362488229230478,-0.09842571036064862
2020-04-14,0.13086510263929618,0.2,-0.02209031482365335,-0.11834177025569359
2020-04-15,-0.35263929618768325,0.55,-0.004535044283817998,-0.12234012937077665
2020-04-16,0.5593841642228738,0.75,0.03373524279277889,-0.09273206054562089
2020-04-17,0.3279259476699945,0.2,-0.015758066361205296,-0.10702884894293696
2020-04-20,0.14186217008797652,0.15,-0.025353894597443024,-0.1296691453853951
2020-04-21,0.20124633431085046,0.9,0.02043673202525925,-0.11188242693632156
2020-04-22,-0.03207771986710398,0.5,0.0010474339636167788,-0.11095218242660976
2020-04-23,0.06011730205278592,0.9,0.012438577381198095,-0.09989369235213785
2020-04-24,-0.27382697947214074,0.6,0.016376224300085746,-0.08515334956417442
2020-04-27,0.007148748998954603,0.45,-0.0005095984949602283,-0.08561955404035593
2020-04-28,-0.46045275603522984,0.7,0.022022889281028357,-0.06548225471824931
2020-04-29,0.4380900027564487,0.25,-0.010203940917522589,-0.0750180185774808
2020-04-30,0.5172287390029325,0.2,-0.02243261962993897,-0.09576778753127946
