,value
2020-01-02,0.9962088672309224
2020-01-03,0.9970035842619255
2020-01-06,0.9934397112131889
2020-01-07,0.9973045423915985
2020-01-08,1.0017171481287803
2020-01-09,1.0000226957187703
2020-01-10,1.0026224863285633
2020-01-13,1.0016523925618512
2020-01-14,1.003008282773164
2020-01-15,1.0091592427744758
2020-01-16,1.0099435033001802
2020-01-17,1.0073250948847146
2020-01-21,1.0070929501383465
2020-01-22,1.0055485827627308
2020-01-23,0.9974791961821723
2020-01-24,0.9814550846180656
2020-01-27,0.9915640556202211
2020-01-28,0.9916773915397723
2020-01-29,0.9926778667040462
2020-01-30,0.9771938333951438
2020-01-31,0.9880784928911053
2020-02-03,1.0013716098198768
2020-02-04,1.0135310022148771
2020-02-05,1.0162591248140418
2020-02-06,1.0132074381882226
2020-02-07,1.0163558334548182
2020-02-10,1.018692001310011
2020-02-11,1.0237452098557858
2020-02-12,1.0222601979666972
2020-02-13,1.0224228656540408
2020-02-14,1.016081972420996
2020-02-18,1.0214426365900346
2020-02-19,1.0181538373378287
2020-02-20,1.0115222468981278
2020-02-21,0.9800207591726161
2020-02-24,0.9556227591382455
2020-02-25,0.9569059688805392
2020-02-26,0.9169199454785397
2020-02-27,0.9092353729367336
2020-02-28,0.954226139681141
2020-03-02,0.9305211831047577
2020-03-03,0.9583340982371452
2020-03-04,0.9271804820465852
2020-03-05,0.9151143388387256
2020-03-06,0.8452729163799273
2020-03-09,0.8936055569030378
2020-03-10,0.8460844844135288
2020-03-11,0.7612114918367551
2020-03-12,0.8443061369477217
2020-03-13,0.733393410345192
2020-03-16,0.7723406933415736
2020-03-17,0.721770421720799
2020-03-18,0.7365206226425777
2020-03-19,0.7077001440417727
2020-03-20,0.6858290470888835
2020-03-23,0.7726278826626568
2020-03-24,0.7881330712653695
2020-03-25,0.838393010180117
2020-03-26,0.8085548248783285
2020-03-27,0.8319341604584386
2020-03-30,0.8232755014403689
2020-03-31,0.7944689206863953
2020-04-01,0.8169690662425791
2020-04-02,0.8047289688934395
2020-04-03,0.8538015452627781
2020-04-06,0.8512398667281825
2020-04-07,0.87715010643828
2020-04-08,0.888776209136168
2020-04-09,0.8866848202125902
2020-04-13,0.905881483967391
2020-04-14,0.8907260195956934
