date,equal_weight
2020-01-02,1.0
2020-01-03,0.9916086236996003
2020-01-06,0.9933147193081865
2020-01-07,0.9899110043643056
2020-01-08,0.9949426440266416
2020-01-09,1.0008277691343623
2020-01-10,0.997647382056254
2020-01-13,1.0033793893427885
2020-01-14,1.001547444220661
2020-01-15,1.002247632207086
2020-01-16,1.0110103818359228
2020-01-17,1.0125581542069073
2020-01-21,1.0107456109473556
2020-01-22,1.0100251850260273
2020-01-23,1.0100261912274762
2020-01-24,0.9995537136520872
2020-01-27,0.9848075427843551
2020-01-28,0.993080293958798
2020-01-29,0.9908299890588873
2020-01-30,0.9952299982885046
2020-01-31,0.9793364754344837
2020-02-03,0.9847413232031226
2020-02-04,0.9995797588230555
2020-02-05,1.0151253514063785
2020-02-06,1.0159162048806833
2020-02-07,1.0102374671003627
2020-02-10,1.0157480750628494
2020-02-11,1.0185653181593322
2020-02-12,1.0268584307083213
2020-02-13,1.0255944716146699
2020-02-14,1.02652363408035
2020-02-18,1.0238201398763276
2020-02-19,1.0282474182934656
2020-02-20,1.0252373974306617
2020-02-21,1.0158494950663972
2020-02-24,0.9790279400327964
2020-02-25,0.9487924328810601
2020-02-26,0.9449739755326996
2020-02-27,0.9032770866906186
2020-02-28,0.8928465010445004
2020-03-02,0.9348796681585794
2020-03-03,0.9088622567212242
2020-03-04,0.9484776512290226
2020-03-05,0.9129038421855246
2020-03-06,0.8951025123342312
2020-03-09,0.8219805049938264
2020-03-10,0.8625071507079973
2020-03-11,0.8164368831936905
2020-03-12,0.7362341711181646
2020-03-13,0.810856240026052
2020-03-16,0.7125252753895673
2020-03-17,0.7558830351869443
2020-03-18,0.7139367509561367
2020-03-19,0.7235888706521132
2020-03-20,0.6934104544523226
2020-03-23,0.6720056043405934
2020-03-24,0.749620232740416
2020-03-25,0.760271685321809
2020-03-26,0.809178589517377
2020-03-27,0.779956392749586
2020-03-30,0.8074186502672642
2020-03-31,0.7917814230808894
2020-04-01,0.7565315089751556
2020-04-02,0.7786049231968882
2020-04-03,0.7622739129935442
2020-04-06,0.8170605754089685
2020-04-07,0.8175200066034375
2020-04-08,0.8481465675500147
2020-04-09,0.8667675601934641
2020-04-13,0.8544661545241197
2020-04-14,0.8731181096078503
2020-04-15,0.8518087599916815
2020-04-16,0.8538184029618814
2020-04-17,0.8842981167939098
2020-04-20,0.8649811502846141
2020-04-21,0.8406022586844386
2020-04-22,0.8581268616450353
2020-04-23,0.8584069255648178
2020-04-24,0.8699787686853598
2020-04-27,0.8876632895986184
2020-04-28,0.885096985235503
2020-04-29,0.90392125764311
2020-04-30,0.8911523559074225
