date,buy_and_hold
2021-01-04,1.0
2021-01-05,1.0095898427113894
2021-01-06,0.9957450199663884
2021-01-07,1.0212896627947876
2021-01-08,1.0248444318623635
2021-01-11,1.0196007815453136
2021-01-12,1.015961531398551
2021-01-13,1.02154921911902
2021-01-14,1.008287588128676
2021-01-15,0.996294642869391
2021-01-19,1.0008079649641777
2021-01-20,1.022602280054668
2021-01-21,1.0415457056888966
2021-01-22,1.039270542662648
2021-01-25,1.046256318659346
2021-01-26,1.0421028871907196
2021-01-27,1.0147914809557144
2021-01-28,1.0146113201641462
2021-01-29,0.9961244185299916
2021-02-01,1.012893904853546
2021-02-02,1.028336339784116
2021-02-03,1.0226871853516986
2021-02-04,1.031957657020264
2021-02-05,1.0327991006660322
2021-02-08,1.0463855117386145
2021-02-09,1.042358733578804
2021-02-10,1.0495665212451153
2021-02-11,1.0558530196584983
2021-02-12,1.0498612233551536
2021-02-16,1.0491041339809493
2021-02-17,1.0416652984140269
2021-02-18,1.0391729700909071
2021-02-19,1.0352243770233256
2021-02-22,1.0140617463792596
2021-02-23,1.012015180792477
2021-02-24,1.0165884806765628
2021-02-25,0.9806907478911852
2021-02-26,0.9862506719032516
2021-03-01,1.0104954527305106
2021-03-02,0.9952356274988664
2021-03-03,0.9711338483429534
2021-03-04,0.95614448137103
2021-03-05,0.9691790334962452
2021-03-08,0.9473579873865436
2021-03-09,0.9790169449786862
2021-03-10,0.9788404190442634
2021-03-11,0.9967331778572946
2021-03-12,0.9954263570271578
2021-03-15,1.0088398640282656
2021-03-16,1.0131841583121366
2021-03-17,1.0132890509417125
2021-03-18,0.9913209159203732
2021-03-19,0.9914068558443414
2021-03-22,1.0069928110705395
2021-03-23,1.00383221589197
2021-03-24,0.9889111156903144
2021-03-25,0.9871817012064706
2021-03-26,1.001362856074515
2021-03-29,1.0057529418772475
2021-03-30,0.9980905121002605
2021-03-31,1.0111236564992012
2021-04-01,1.0223992856349184
2021-04-05,1.03831569016428
2021-04-06,1.0358123343300705
2021-04-07,1.0455289602814697
2021-04-08,1.0525406411899332
2021-04-09,1.0680346277725623
2021-04-12,1.078105478744192
2021-04-13,1.0905616128935474
2021-04-14,1.077345436821578
2021-04-15,1.1050850541504926
2021-04-16,1.1041877044563202
2021-04-19,1.0935698949352968
2021-04-20,1.0841942225857453
2021-04-21,1.0923158138259428
2021-04-22,1.076051429132817
2021-04-23,1.0922511859381323
2021-04-26,1.097339296761748
2021-04-27,1.0959140350979248
2021-04-28,1.0929264396881535
2021-04-29,1.0990413023199412
2021-04-30,1.0875733486119672
