date,buy_and_hold
2020-01-02,1.0
2020-01-03,0.9904152734477916
2020-01-06,0.9955227691392692
2020-01-07,0.9943688505396696
2020-01-08,1.00218377813124
2020-01-09,1.009893634260785
2020-01-10,1.0092373753131545
2020-01-13,1.0171227519350976
2020-01-14,1.011189701728873
2020-01-15,1.0140143836121986
2020-01-16,1.025129458861096
2020-01-17,1.0278363445133585
2020-01-21,1.0280150427046677
2020-01-22,1.0290786775623382
2020-01-23,1.0301573939024071
2020-01-24,1.0210026321820995
2020-01-27,0.9969309121626856
2020-01-28,1.0126156873189025
2020-01-29,1.014462779330957
2020-01-30,1.0145305522894137
2020-01-31,0.994664284758113
2020-02-03,1.0003660457961143
2020-02-04,1.0231080000608446
2020-02-05,1.0376048967467082
2020-02-06,1.0415212091116126
2020-02-07,1.0337725444090988
2020-02-10,1.0455383390369082
2020-02-11,1.050399369885992
2020-02-12,1.069571181198119
2020-02-13,1.0670724436581656
2020-02-14,1.0761488663129937
2020-02-18,1.0773154543195498
2020-02-19,1.093067266128644
2020-02-20,1.084439113289643
2020-02-21,1.0642197725050735
2020-02-24,1.0117373597845376
2020-02-25,0.9775383984716228
2020-02-26,0.9824544035031908
2020-02-27,0.9339439514164452
2020-02-28,0.9400602327383842
2020-03-02,0.9917638282638016
2020-03-03,0.962702019194101
2020-03-04,1.0170396812797091
2020-03-05,0.9837467644161236
2020-03-06,0.9690545121485252
2020-03-09,0.9045968448827996
2020-03-10,0.9480917799203944
2020-03-11,0.9097368983591506
2020-03-12,0.8187675178533806
2020-03-13,0.8940789997484238
2020-03-16,0.7776385351918048
2020-03-17,0.8303332305704328
2020-03-18,0.791637006309906
2020-03-19,0.8026533172088502
2020-03-20,0.7658758203382523
2020-03-23,0.752789749166041
2020-03-24,0.8353462195104217
2020-03-25,0.8447413626132433
2020-03-26,0.8947579460994478
2020-03-27,0.8659055404483819
2020-03-30,0.8989040521838066
2020-03-31,0.8890313308665375
2020-04-01,0.8437993824992377
2020-04-02,0.8633655495619983
2020-04-03,0.8424019088945855
2020-04-06,0.9082894097608286
2020-04-07,0.900764293240544
2020-04-08,0.931551058685251
2020-04-09,0.9353411634332462
2020-04-13,0.9410792978863136
2020-04-14,0.9784422469522842
2020-04-15,0.9726532974247633
2020-04-16,0.9993563534885344
2020-04-17,1.0000695046396344
2020-04-20,0.9817726177832068
2020-04-21,0.9490039635026232
2020-04-22,0.9763649659189212
2020-04-23,0.9781739703676356
2020-04-24,0.9941754909515302
2020-04-27,1.0031594468896896
2020-04-28,0.9885419906472116
2020-04-29,1.0055864624808726
2020-04-30,1.009088800984049
2020-05-01,0.9778790858449656
2020-05-04,0.989770372621538
2020-05-05,0.9992085029906368
2020-05-06,1.001024064978343
2020-05-07,1.0089125128675351
2020-05-08,1.0262021204817788
2020-05-11,1.0366785934451137
2020-05-12,1.017262484782823
2020-05-13,1.0040033214739288
2020-05-14,1.022086638397369
2020-05-15,1.0334436404717502
2020-05-18,1.0602141772354072
2020-05-19,1.055361500558209
2020-05-20,1.0714371070347528
2020-05-21,1.0607973732991447
2020-05-22,1.0685238974431386
2020-05-26,1.068751145583814
2020-05-27,1.076803873625025
2020-05-28,1.0766413908303305
2020-05-29,1.0882601763100153
2020-06-01,1.09353868677777
2020-06-02,1.0983995515008889
2020-06-03,1.1065945490506055
2020-06-04,1.0962340740848515
2020-06-05,1.1237143375604055
2020-06-08,1.127836812194454
2020-06-09,1.140382051854893
2020-06-10,1.151714240459072
2020-06-11,1.0874323861724848
2020-06-12,1.0972972757251878
2020-06-15,1.110474751138723
2020-06-16,1.1268563413576893
2020-06-17,1.129774431311531
2020-06-18,1.1287300206040984
2020-06-19,1.1242098492644528
2020-06-22,1.1447167866013814
2020-06-23,1.1556210914848553
2020-06-24,1.1320508915717726
2020-06-25,1.149350454023487
2020-06-26,1.1134718296653738
2020-06-29,1.1276827531403637
2020-06-30,1.148110371471313
2020-07-01,1.1574260562999328
2020-07-02,1.1629461110097656
2020-07-06,1.191917218226723
2020-07-07,1.181268172650927
2020-07-08,1.2040959255554018
2020-07-09,1.211325113058234
2020-07-10,1.21733454979737
2020-07-13,1.2032877296425784
2020-07-14,1.2255833428605782
2020-07-15,1.2209084362370566
2020-07-16,1.216051895111566
2020-07-17,1.2152533027021797
2020-07-20,1.2385647693855764
2020-07-21,1.23364504627642
2020-07-22,1.238429126134179
2020-07-23,1.2081544657272378
2020-07-24,1.2083300110510824
2020-07-27,1.2216812271444526
2020-07-28,1.207922183544408
2020-07-29,1.2265950275182609
2020-07-30,1.2307146647442706
2020-07-31,1.2655745622432628
2020-08-03,1.2815296983220603
2020-08-04,1.2928301303605672
2020-08-05,1.3087838339093172
2020-08-06,1.3235222880459536
2020-08-07,1.3126946655649634
2020-08-10,1.320291243635486
2020-08-11,1.2954448354072254
2020-08-12,1.3320556459697177
2020-08-13,1.3373247676147455
2020-08-14,1.339511646811553
2020-08-17,1.357045059758906
2020-08-18,1.3634825550042309
2020-08-19,1.3574480973180556
2020-08-20,1.3652215943007435
2020-08-21,1.3977337868731912
2020-08-24,1.4062621604098595
2020-08-25,1.4070843638049308
2020-08-26,1.4168806858543244
2020-08-27,1.4089188108496882
2020-08-28,1.4251465240413828
2020-08-31,1.4415263644876304
2020-09-01,1.474604573796734
2020-09-02,1.491760820818088
2020-09-03,1.4067864185465373
2020-09-04,1.3895138822121604
2020-09-08,1.3342819439294284
2020-09-09,1.3828886668659892
2020-09-10,1.3486206763668518
2020-09-11,1.340282625978933
2020-09-14,1.3734964379550407
2020-09-15,1.3807273866395502
2020-09-16,1.352366847499633
2020-09-17,1.338528834091217
2020-09-18,1.3159878365070383
2020-09-21,1.3227268592358707
2020-09-22,1.341517684694789
2020-09-23,1.3091400854516893
2020-09-24,1.318931121786908
2020-09-25,1.3540987703944225
2020-09-28,1.3749938147352156
2020-09-29,1.37575513907767
2020-09-30,1.392929334389029
2020-10-01,1.4030267811312902
2020-10-02,1.3734909596519749
2020-10-05,1.4102301692529569
2020-10-06,1.3923034425911818
2020-10-07,1.4206962034200092
2020-10-08,1.4190451637517207
2020-10-09,1.4341830475493709
2020-10-12,1.4791270324122956
2020-10-13,1.4683885468004338
2020-10-14,1.4527618007624832
2020-10-15,1.4487049176814697
2020-10-16,1.4413469175332816
2020-10-19,1.4132154488719342
2020-10-20,1.4239822304203968
2020-10-21,1.4158574103646735
2020-10-22,1.4131652574479068
2020-10-23,1.420784861540889
2020-10-26,1.3991537617961802
2020-10-27,1.4093399210931126
2020-10-28,1.3477100490246017
2020-10-29,1.3725499040753673
2020-10-30,1.3299878805572405
2020-11-02,1.3407254732445038
2020-11-03,1.3706010051751951
2020-11-04,1.429401035270794
2020-11-05,1.464065536502391
2020-11-06,1.467918298740057
2020-11-09,1.4369410284414246
2020-11-10,1.41349122423701
2020-11-11,1.4446130456592698
2020-11-12,1.4406458862924347
2020-11-13,1.4434743304405644
2020-11-16,1.4571193966175264
2020-11-17,1.4492952710811433
2020-11-18,1.4369709653697993
2020-11-19,1.436731128069805
2020-11-20,1.4219539643874983
2020-11-23,1.4159936069534995
2020-11-24,1.4228535832327989
2020-11-25,1.4338710687359164
2020-11-27,1.4386920085854145
2020-11-30,1.4445800200038812
2020-12-01,1.4626811271312905
2020-12-02,1.4685761823856027
2020-12-03,1.4631948929170562
2020-12-04,1.467261728051524
2020-12-07,1.4711614342782873
2020-12-08,1.469687281588417
2020-12-09,1.4462588966700878
2020-12-10,1.447519853469546
2020-12-11,1.447334720020196
2020-12-14,1.4505132623908048
2020-12-15,1.479038976049159
2020-12-16,1.478272164778542
2020-12-17,1.4883166059560913
2020-12-18,1.4735166419843584
2020-12-21,1.4827762795321433
2020-12-22,1.4891085893201024
2020-12-23,1.4811707538944805
2020-12-24,1.4858931520543155
2020-12-28,1.509885793677784
2020-12-29,1.5063713088847732
2020-12-30,1.506703188901284
