date,ic,hit,daily_return,drawdown
2023-01-03,0.09604105571847506,0.8,0.007252937111367057,0.0
2023-01-04,0.14699413489736068,0.15,-0.008282011722834406,-0.008282011722834381
2023-01-05,0.06671554252199413,1.0,0.02018336365312565,0.0
2023-01-06,-0.1345307917888563,0.45,-0.004051895916082582,-0.004051895916082571
2023-01-09,-0.009897360703812315,0.7,0.005443525055245663,0.0
2023-01-10,-0.11290322580645161,0.7,0.0122081139269587,0.0
2023-01-11,0.2008797653958944,0.8,0.008416618183961434,0.0
2023-01-12,-0.059017595307917885,0.65,0.004624967676318268,0.0
2023-01-13,0.04032258064516129,0.3,-0.0035667833103813053,-0.003566783310381183
2023-01-17,-0.05718475073313783,0.15,-0.012893637478766184,-0.016414431978177935
2023-01-18,0.28995601173020524,0.4,-0.005320896803912983,-0.02164798928344014
2023-01-19,0.3049853372434017,0.9,0.016075380561467695,-0.005920608388094162
2023-01-20,-0.34677419354838707,0.65,0.006530100749710861,0.0
2023-01-23,0.08870967741935483,0.7,0.0028191578351960123,0.0
2023-01-24,-0.04912023460410556,0.45,-0.00010708780732968097,-0.0001070878073297088
2023-01-25,-0.19098240469208208,0.6,0.007256145348232329,0.0
2023-01-26,-0.45344574780058644,0.3,-0.0038058972491013874,-0.0038058972491014087
2023-01-27,0.29325513196480935,0.15,-0.00847313332333094,-0.012246782697625802
2023-01-30,0.01979472140762463,0.85,0.009551889821353108,-0.0028118727952664013
2023-01-31,-0.005865102639296188,0.7,0.008248819625486958,0.0
2023-02-01,-0.21847507331378296,0.55,0.004358881403751803,0.0
2023-02-02,0.44061583577712604,0.5,-0.002383720359675501,-0.0023837203596753787
2023-02-03,0.2107771260997067,0.4,-0.0009790521094869224,-0.0033604386827157384
2023-02-06,-0.20894428152492667,0.6,0.008424089478883255,0.0
2023-02-07,0.08211143695014662,0.35,-0.005470471255250981,-0.005470471255250908
2023-02-08,-0.16202346041055718,0.15,-0.011063129644038163,-0.016473080366578352
2023-02-09,-0.1444281524926686,0.7,0.002657062557208183,-0.013859787814414104
2023-02-10,0.4974340175953078,0.95,0.013983501947512106,-7.009423679704696e-05
2023-02-13,-0.01319648093841642,0.45,-0.0019583948778869936,-0.0020283518424896174
2023-02-14,0.05168621700879765,0.45,0.0013236715193886972,-0.0007073651946660764
2023-02-15,0.11436950146627566,0.0,-0.01251686220747305,-0.013215373409467102
2023-02-16,-0.16862170087976538,0.5,-0.0037915802492857476,-0.016956846509946555
2023-02-17,-0.33284457478005863,0.05,-0.022746271190660444,-0.03931741267135325
2023-02-21,0.020161290322580645,0.3,-0.00245594110338156,-0.04167679252487666
2023-02-22,-0.08724340175953077,0.6,0.000610759849677483,-0.04109148718673672
2023-02-23,-0.2958211143695014,0.2,-0.008549621248136798,-0.04928979178290427
2023-02-24,0.02456011730205278,0.5,0.0004431248443359069,-0.048868508469879446
2023-02-27,-0.314516129032258,0.35,-0.0029144840786014376,-0.051640566058600346
2023-02-28,-0.14882697947214074,0.15,-0.006206586613329435,-0.05752664102592575
2023-03-01,0.18914956011730205,0.7,0.007426959869910205,-0.050526929210365834
2023-03-02,-0.07441348973607037,1.0,0.015330412248213344,-0.035971115616583615
2023-03-03,0.1389296187683284,0.55,0.0025312054846555413,-0.033530960417065936
2023-03-06,-0.2631964809384164,0.1,-0.017291788498339004,-0.05024293863972684
2023-03-07,0.38489736070381225,0.55,0.0021353057385308793,-0.048214916936394014
2023-03-08,-0.22434017595307917,0.05,-0.021919898359245186,-0.06907794921699406
2023-03-09,-0.12096774193548386,0.15,-0.010937616456705431,-0.07926001755954826
2023-03-10,-0.33284457478005863,0.6,-0.00942574756574928,-0.08793868020772433
2023-03-13,0.21187683284457476,0.9,0.016828224800271668,-0.07259030728662763
2023-03-14,0.15945747800586507,0.6,-0.0035456749291421117,-0.07587860058312479
2023-03-15,-0.00439882697947214,0.85,0.015326799780215318,-0.06171477692164995
2023-03-16,0.22214076246334308,0.25,-0.0059517299060246835,-0.06729919714422639
2023-03-17,0.04728739002932551,0.8,0.009032186785842982,-0.058874869277527386
2023-03-20,-0.2631964809384164,0.6,0.00816628648199377,-0.051189371844643894
2023-03-21,0.16092375366568912,0.15,-0.01202228327049962,-0.06259624198638836
2023-03-22,-0.21700879765395892,0.6,0.0008337583773724568,-0.06181467375016403
2023-03-23,-0.056451612903225805,0.65,0.004084021256986382,-0.057983104934767105
2023-03-24,0.28665689149560114,0.55,0.006335692420978933,-0.052014775632268084
2023-03-27,-0.15175953079178883,0.3,-0.003156886995318165,-0.055007457858828435
2023-03-28,0.4296187683284457,1.0,0.015024417237224265,-0.04080949561963432
2023-03-29,-0.3244134897360703,0.75,0.002455227914731628,-0.03845446431773414
2023-03-30,-0.038489736070381225,0.95,0.014522511789162085,-0.024490407939972147
2023-03-31,0.375,0.75,0.011721450656766759,-0.01305602039143805
2023-04-03,-0.04912023460410556,0.4,-0.002935706713907327,-0.015953398458625312
2023-04-04,0.15579178885630496,0.45,0.0006261917104922524,-0.015337196634002126
2023-04-05,0.03225806451612903,0.6,0.0026440850494023,-0.01273366443691959
2023-04-06,0.5,0.75,0.004974720668878295,-0.007822290191706105
2023-04-10,-0.09824046920821113,0.5,0.0008282481064390171,-0.007000520882306405
2023-04-11,-0.11070381231671556,0.4,-0.0037015326059272546,-0.010676140831929248
2023-04-12,0.029325513196480937,0.85,0.010984733266457025,0.0
2023-04-13,0.15652492668621698,0.45,0.003078301956290254,0.0
2023-04-14,0.314516129032258,0.8,0.0053377028842705836,0.0
2023-04-17,-0.15652492668621698,0.55,0.0013082386376375215,0.0
2023-04-18,-0.059384164222873896,0.5,-0.0008572664077884543,-0.0008572664077883818
2023-04-19,0.08907624633431084,0.45,-0.001659580168795499,-0.0025154238742542967
2023-04-20,0.1220674486803519,0.5,0.0014829118878201095,-0.0010362421384001452
2023-04-21,-0.17045454545454544,0.65,0.0018872732866813844,0.0
2023-04-24,-0.3713343108504399,0.15,-0.01586926145006454,-0.01586926145006451
2023-04-25,-0.07441348973607037,0.1,-0.009415302402508843,-0.02513514995711663
2023-04-26,-0.2382697947214076,0.95,0.016565697673901054,-0.00898583357839322
2023-04-27,-0.035923753665689145,0.9,0.007097150828192106,-0.0019524565664240656
2023-04-28,0.629765395894428,0.6,0.004259660755728763,0.0
2023-05-01,-0.29068914956011727,0.2,-0.01032365352070806,-0.010323653520708076
2023-05-02,-0.0722140762463343,0.2,-0.007006539511712728,-0.01725785994612261
2023-05-03,-0.4574780058651026,0.1,-0.01411272582131319,-0.031127030321753568
2023-05-04,0.03005865102639296,0.95,0.016940403399350212,-0.014713931372677513
2023-05-05,-0.0689149560117302,0.5,-0.0002510988420641627,-0.014961335563611788
2023-05-08,-0.23093841642228732,0.15,-0.005869243331155334,-0.02074276717578516
2023-05-09,0.2558651026392962,0.45,0.003807296155672968,-0.017014444877838653
2023-05-10,-0.1730205278592375,0.25,-0.007267894746541875,-0.024158680429837487
2023-05-11,0.20821114369501464,0.45,0.0004797828787225123,-0.023690488472357885
2023-05-12,0.4010263929618768,0.6,0.005048470667305082,-0.01876161854119962
2023-05-15,-0.29325513196480935,0.05,-0.012214995772315858,-0.030747441222353067
2023-05-16,-0.028958944281524925,0.55,0.011554691701235237,-0.019548026725043854
2023-05-17,-0.0751466275659824,0.55,0.003703693277325431,-0.015916733342885014
2023-05-18,0.3903958944281524,0.5,8.502994044373691e-06,-0.01590836568872933
2023-05-19,0.24266862170087974,0.4,-4.822153471583453e-06,-0.015913111129620017
2023-05-22,-0.006231671554252198,0.25,-0.005670635226267412,-0.02149350890735624
2023-05-23,0.03665689149560117,0.25,-0.006026419257059485,-0.027390399268434562
2023-05-24,0.3291788856304985,0.55,0.016221963617740462,-0.011612761711102038
2023-05-25,-0.30461876832844575,0.8,0.007645940381423873,-0.004055611813384763
2023-05-26,-0.21407624633431083,0.35,-0.0003384864756087679,-0.0043927255192444115
2023-05-30,-0.19941348973607034,0.35,-0.006858140876908716,-0.011220740465708534
2023-05-31,-0.16129032258064516,0.8,0.00666730463522136,-0.004628247925404949
2023-06-01,0.0975073313782991,0.8,0.015626951093875,0.0
2023-06-02,0.29325513196480935,0.5,0.0007811164424938511,0.0
2023-06-05,-0.23607038123167154,0.65,0.002538919820927355,0.0
2023-06-06,-0.23643695014662755,0.55,-0.0008753961800449906,-0.0008753961800450627
2023-06-07,0.2686950146627566,0.75,0.006337719886315484,0.0
2023-06-08,-0.056818181818181816,0.6,-0.0014199511460825259,-0.0014199511460823988
2023-06-09,0.26722873900293254,0.65,0.007419235058053353,0.0
