run_tag,model_name,edge_type,rebalance_freq,rebalance_label,cost_bps,cost_label,strategy_label,long_k,short_k,long_leg_gross,short_leg_gross,portfolio_final_value,portfolio_annualized_return,portfolio_sharpe_annualized,portfolio_max_drawdown,portfolio_turnover,n_points,turnover_definition,cost_formula,long_sum_target,short_sum_target
gat_corr_sector_granger_rolling_cv_y2021,gat,corr+sector+granger,5,reb=5,0,gross (0 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,1.1221394905282749,0.11427465234222023,1.0594260848315267,-0.0613908053644292,0.35777679359767844,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
gat_corr_sector_granger_rolling_cv_y2021,gat,corr+sector+granger,5,reb=5,5,net (5 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,1.072873547850526,0.06569445284536224,0.6685295275449664,-0.06499472555243013,0.35777679359767844,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
gat_corr_sector_granger_rolling_cv_y2021,gat,corr+sector+granger,5,reb=5,10,net (10 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,1.02572884659658,0.01919089831718379,0.27762434925945484,-0.07596750695362764,0.35777679359767844,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
gat_corr_sector_granger_rolling_cv_y2021,gat,corr+sector+granger,21,reb=21,0,gross (0 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,0.9420659607987233,-0.06518845948820207,-0.5137959854183438,-0.17951888286764317,0.08018699530590091,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
gat_corr_sector_granger_rolling_cv_y2021,gat,corr+sector+granger,21,reb=21,5,net (5 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,0.9326113437875582,-0.07414614440354683,-0.6082113480732907,-0.18517868038240504,0.08018699530590091,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
gat_corr_sector_granger_rolling_cv_y2021,gat,corr+sector+granger,21,reb=21,10,net (10 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,0.923243337180056,-0.0830260198467242,-0.7017473395414706,-0.19157896095052884,0.08018699530590091,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
xgb_node2vec_corr_rolling_cv_y2021,xgb_node2vec,node2vec_correlation,5,reb=5,0,gross (0 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,1.015931486396325,0.012359826202278379,0.1906534961500054,-0.15694462612311844,0.31057046423249796,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
xgb_node2vec_corr_rolling_cv_y2021,xgb_node2vec,node2vec_correlation,5,reb=5,5,net (5 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,0.9770744313446903,-0.026024700804881173,-0.12877696565914154,-0.1620423648205963,0.31057046423249796,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
xgb_node2vec_corr_rolling_cv_y2021,xgb_node2vec,node2vec_correlation,5,reb=5,10,net (10 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,0.9396735025228142,-0.06298371208827835,-0.44655633414186074,-0.17421346110781588,0.31057046423249796,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
xgb_node2vec_corr_rolling_cv_y2021,xgb_node2vec,node2vec_correlation,21,reb=21,0,gross (0 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,0.8446041373188597,-0.15898426750996775,-1.531541004787954,-0.207309653520669,0.07204970872338096,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
