date,buy_and_hold
2023-01-03,1.0
2023-01-04,1.0060529127426372
2023-01-05,0.9860932228039664
2023-01-06,1.0142261583451913
2023-01-09,1.027028010407091
2023-01-10,1.0346141902951254
2023-01-11,1.0512619972763804
2023-01-12,1.0606889905988457
2023-01-13,1.0708804008968666
2023-01-17,1.0809884732749768
2023-01-18,1.0659749708274018
2023-01-19,1.054507454759009
2023-01-20,1.0825320181949114
2023-01-23,1.1120727832976225
2023-01-24,1.1182225604065232
2023-01-25,1.1157908177115123
2023-01-26,1.1312512442899127
2023-01-27,1.1424627734549635
2023-01-30,1.1147504185213115
2023-01-31,1.130746717272556
2023-02-01,1.1558461829840907
2023-02-02,1.175375938088966
2023-02-03,1.1640215614560752
2023-02-06,1.1585995024740017
2023-02-07,1.1833130248919483
2023-02-08,1.175695151128873
2023-02-09,1.1721350432496709
2023-02-10,1.160694090066437
2023-02-13,1.17934229549783
2023-02-14,1.1947477162019835
2023-02-15,1.197625546025899
2023-02-16,1.174598753729151
2023-02-17,1.1666850001956524
2023-02-21,1.1374719540463814
2023-02-22,1.138849713550363
2023-02-23,1.184245736084688
2023-02-24,1.168943936754837
2023-02-27,1.1742680752041557
2023-02-28,1.1661732277415475
2023-03-01,1.1521750067230758
2023-03-02,1.166815398914407
2023-03-03,1.1917534776560366
2023-03-06,1.1920445830702444
2023-03-07,1.1769460583977545
2023-03-08,1.1922090988938394
2023-03-09,1.1675455090656786
2023-03-10,1.1495760010671023
2023-03-13,1.1542891025574031
2023-03-14,1.1812047709854332
2023-03-15,1.182145874135086
2023-03-16,1.2160888640918643
2023-03-17,1.2120568703251318
2023-03-20,1.2244111050167032
2023-03-21,1.239573221760663
2023-03-22,1.2312274353685504
2023-03-23,1.2431387478731573
2023-03-24,1.2429173024391982
2023-03-27,1.237310404296353
2023-03-28,1.2304707630318257
2023-03-29,1.2491405633801758
2023-03-30,1.2615360122597796
2023-03-31,1.2784690158964749
2023-04-03,1.2915940578525698
2023-04-04,1.2827703504208623
2023-04-05,1.2725260521226942
2023-04-06,1.2777875462315988
2023-04-10,1.284009261832108
2023-04-11,1.277347080106097
2023-04-12,1.264514500010202
2023-04-13,1.282904045021419
2023-04-14,1.2810331190671425
2023-04-17,1.2847194965924684
2023-04-18,1.297097515926715
2023-04-19,1.2984700010367307
2023-04-20,1.2834670993845678
2023-04-21,1.2819624749934302
2023-04-24,1.284552364938405
2023-04-25,1.263505261717946
2023-04-26,1.268910319666938
2023-04-27,1.291804701243482
2023-04-28,1.3026500213536003
2023-05-01,1.318473669954503
2023-05-02,1.3037584010676515
2023-05-03,1.291783254840306
2023-05-04,1.2809442942561022
2023-05-05,1.321112834769706
2023-05-08,1.3277440116444577
2023-05-09,1.3140114442671615
2023-05-10,1.3248992257131835
2023-05-11,1.318794613811989
2023-05-12,1.3126289250704306
2023-05-15,1.3197929442762446
2023-05-16,1.3179387722686198
2023-05-17,1.3389995498538978
2023-05-18,1.3678999710411324
2023-05-19,1.3584644945741366
2023-05-22,1.3515622200049593
2023-05-23,1.3354519463802497
2023-05-24,1.3340222884390844
2023-05-25,1.4447352307541108
2023-05-26,1.4711894460509105
2023-05-30,1.4909001294980198
2023-05-31,1.4569204638277595
2023-06-01,1.495291857083681
2023-06-02,1.500710120914991
2023-06-05,1.4944342183186468
2023-06-06,1.4843141484492643
2023-06-07,1.461053269779315
2023-06-08,1.4870737494607047
2023-06-09,1.4912159041321682
2023-06-12,1.5109435191016298
2023-06-13,1.5357900101140225
2023-06-14,1.55812297068582
2023-06-15,1.5621677895454216
2023-06-16,1.5568906868869583
2023-06-20,1.5724069284557811
2023-06-21,1.561569546143609
2023-06-22,1.5707636924986763
2023-06-23,1.5541329345817672
