run_tag,model_name,edge_type,rebalance_freq,rebalance_label,cost_bps,cost_label,strategy_label,long_k,short_k,long_leg_gross,short_leg_gross,portfolio_final_value,portfolio_annualized_return,portfolio_sharpe_annualized,portfolio_max_drawdown,portfolio_turnover,n_points,turnover_definition,cost_formula,long_sum_target,short_sum_target
xgb_node2vec_corr_tuned_all,xgb_node2vec,node2vec_correlation,5,reb=5,0,gross (0 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,1.32101310293032,0.058431364518567674,0.5282900034596155,-0.20484064356559317,0.3101270019040093,1256,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
xgb_node2vec_corr_tuned_all,xgb_node2vec,node2vec_correlation,5,reb=5,5,net (5 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,1.0873204444190616,0.01798813148476608,0.20050932686206016,-0.24341886150465475,0.3101270019040093,1256,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
xgb_node2vec_corr_tuned_all,xgb_node2vec,node2vec_correlation,5,reb=5,10,net (10 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,0.8948284482912721,-0.02094054213728358,-0.12755999581503705,-0.3164957379485418,0.3101270019040093,1256,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
xgb_node2vec_corr_tuned_all,xgb_node2vec,node2vec_correlation,21,reb=21,0,gross (0 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,0.6746594646110853,-0.07506263312498407,-0.6016394171659951,-0.4367063750236343,0.07715658332754306,1256,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
xgb_node2vec_corr_tuned_all,xgb_node2vec,node2vec_correlation,21,reb=21,5,net (5 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,0.6427062362124857,-0.08393083713585114,-0.6826105021242854,-0.45655531416435746,0.07715658332754306,1256,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
xgb_node2vec_corr_tuned_all,xgb_node2vec,node2vec_correlation,21,reb=21,10,net (10 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,0.6122414662850169,-0.09272137413899317,-0.7630558576605291,-0.4775642519930634,0.07715658332754306,1256,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
mlp_tuned_all,mlp,none,5,reb=5,0,gross (0 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,1.2819885147235983,0.05145358354320684,0.3925122227383997,-0.38641453763883504,0.3245897511070345,1256,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
mlp_tuned_all,mlp,none,5,reb=5,5,net (5 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,1.0457006179274644,0.009443574567643775,0.1359431158032358,-0.4284103600408732,0.3245897511070345,1256,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
mlp_tuned_all,mlp,none,5,reb=5,10,net (10 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,0.8528169490526406,-0.030921384245732764,-0.12091420308574129,-0.4715307582232229,0.3245897511070345,1256,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
mlp_tuned_all,mlp,none,21,reb=21,0,gross (0 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,1.2735241985365693,0.05005702918158783,0.40426895692694326,-0.20400876252450473,0.08602632316228931,1256,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
mlp_tuned_all,mlp,none,21,reb=21,5,net (5 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,1.2065035236321808,0.03883329770058541,0.3301425652506322,-0.2249180026964831,0.08602632316228931,1256,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
mlp_tuned_all,mlp,none,21,reb=21,10,net (10 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,1.1429528618522242,0.027719297010779798,0.2559644141051704,-0.24529629653615526,0.08602632316228931,1256,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
xgb_raw_tuned_all,xgb_raw,none,5,reb=5,0,gross (0 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,1.4479301009950425,0.07588432514487309,0.6212316906393474,-0.2224001369841313,0.32370790870881944,1256,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
xgb_raw_tuned_all,xgb_raw,none,5,reb=5,5,net (5 bps),"Top 3 long, bottom 3 short (market-neutral)",3,3,0.5,0.5,1.1816600646581836,0.0330032673459657,0.31688762237261864,-0.24884773663320425,0.32370790870881944,1256,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates,,
